row_id,#source,#lat_deg,#lon_deg,#report_date,#status_id,#water_source,#water_source_clean,#water_tech_clean,#water_tech,#facility_type,#adm2,#management,#pay,#status,#subjective_quality,#notes,#photo_lnk,water_tech_original,water_source_original,management_clean,management_original,water_source_category,water_tech_category,count,Population,Classification as urban/semi-urban/rural,Income classification,Water demand (lpcd)
185114,"Federal Ministry of Water Resources, Nigeria",6.567135,3.283385,26-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Non-functional Technical breakdown,No because of Taste,"Lanihun Street, Egbe Idimu",https://akvoflow-55.s3.amazonaws.com/images/1a229aa8-bed5-475c-8f64-9f4bf6e3ebf3.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186083,"Federal Ministry of Water Resources, Nigeria",6.633965,3.3114783,11-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Agege,Community Management,Yes Point of collection,Functional (and in use),Acceptable quality,oko oba,https://akvoflow-55.s3.amazonaws.com/images/32063213-9606-4dd3-8491-11cb09cc31cd.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,461123,Semi-urban,Middle-income,70-120
185623,"Federal Ministry of Water Resources, Nigeria",6.6003088,3.2940738,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Functional (and in use),Acceptable quality,Mogbotoluwa Cl Alimosho,https://akvoflow-55.s3.amazonaws.com/images/e32da2e2-da27-40b4-936c-65f0b85e0347.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186264,"Federal Ministry of Water Resources, Nigeria",6.6706133,3.672675,30-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),Acceptable quality,"Imota community junior grammar school, imota",https://akvoflow-55.s3.amazonaws.com/images/b04ef580-46c9-4df4-be9b-0d33227fcbfb.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185758,"Federal Ministry of Water Resources, Nigeria",6.569295,3.2839967,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,Idimu,https://akvoflow-55.s3.amazonaws.com/images/8b4ad293-3134-4a3e-99e1-3db0f85a16fa.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185252,"Federal Ministry of Water Resources, Nigeria",6.5157973,3.2775795,01-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Direct Government Operation,No,Functional (and in use),Acceptable quality,Isheri Oshun,https://akvoflow-55.s3.amazonaws.com/images/b0d64162-5595-4915-a4be-29679153a310.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186207,"Federal Ministry of Water Resources, Nigeria",6.4988733,2.957945,09-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Igborosun,https://akvoflow-55.s3.amazonaws.com/images/a6846942-9ec7-4dfb-b67f-0e68f97139b1.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
186193,"Federal Ministry of Water Resources, Nigeria",6.4158683,4.0865767,08-06-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,NA,No,Functional (and in use),Acceptable quality,Ajegunle Osokoro,https://akvoflow-55.s3.amazonaws.com/images/37fc0c13-9175-42df-9e83-34e662edcdd4.jpg,motorised,improved protected dug well,NA,NA,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
186037,"Federal Ministry of Water Resources, Nigeria",6.64571,3.77781,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,"Ago Hausa,Ajebo,Epe.",https://akvoflow-55.s3.amazonaws.com/images/32ffd171-90c3-47f6-8a37-ba7b72f71cb0.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185438,"Federal Ministry of Water Resources, Nigeria",6.6733833,3.9814883,31-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Odogbawojo,https://akvoflow-55.s3.amazonaws.com/images/ce85b0f4-4063-4bb5-abbb-8827d5e96324.jpg,hand pump,improved tube well or borehole,NA,NA,Well,Hand Pump,1,181715,Rural,Low-income,50-70
184904,"Federal Ministry of Water Resources, Nigeria",6.4153333,3.0072233,23-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,NA,No,Non-functional Technical breakdown,No because of Colour,"ZUNGO QUARTERS, AJIDO",https://akvoflow-55.s3.amazonaws.com/images/3798f042-e847-4c93-8b4b-40aa80951da2.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185634,"Federal Ministry of Water Resources, Nigeria",6.4826667,3.3882133,11-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Lagos Mainland,Other,No,Functional and in use but in bad shape,Acceptable quality,kadara street,https://akvoflow-55.s3.amazonaws.com/images/a4d2df81-0d79-4ca2-bac8-7b42086da2b8.jpg,motorised,improved protected dug well,Other,other,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
185780,"Federal Ministry of Water Resources, Nigeria",6.4609517,3.3915533,12-05-2015 00:00,Yes,Improved Protected spring,Protected Spring,Mechanized Pump,Motorised,Improved,Lagos Island,Direct Government Operation,No,Functional (and in use),Acceptable quality,isale eko,https://akvoflow-55.s3.amazonaws.com/images/2889463d-8594-4809-b7be-a36a30a96737.jpg,motorised,improved protected spring,Direct Government Operation,direct government operation,Spring,Mechanized Pump,1,209665,Urban,High-income,120-150
185477,"Federal Ministry of Water Resources, Nigeria",6.583815,3.9805717,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional (and in use),Acceptable quality,Sarabugba street. Epe.,https://akvoflow-55.s3.amazonaws.com/images/840c7c7f-d63a-4c23-8053-2daa07c94536.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
184850,"Federal Ministry of Water Resources, Nigeria",6.6067817,3.3271883,07-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikeja,Direct Government Operation,No,Functional (and in use),Acceptable quality,Onipetesi,https://akvoflow-55.s3.amazonaws.com/images/c47a7f97-f940-40a4-8c7c-907f64181cfe.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,313333,Urban,High-income,120-150
185913,"Federal Ministry of Water Resources, Nigeria",6.5722667,3.2834767,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Direct Government Operation,No,Functional (and in use),Acceptable quality,Egbe Idimu,https://akvoflow-55.s3.amazonaws.com/images/56105f73-674c-415a-81a3-4d4eda2f6103.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185181,"Federal Ministry of Water Resources, Nigeria",6.656795,3.7944883,28-05-2015 00:00,No,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Epe,NA,No,Non-functional Totally  Damaged,Acceptable quality,Lagos road.Itokin,https://akvoflow-55.s3.amazonaws.com/images/ee71fec0-3393-4036-bc88-23d9833181d8.jpg,NA,gravity,NA,NA,Spring,NA,1,181715,Rural,Low-income,50-70
186000,"Federal Ministry of Water Resources, Nigeria",6.5761287,3.2856245,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,Olayinka Olugoke str Idimu,https://akvoflow-55.s3.amazonaws.com/images/16b095f5-3f81-4531-b6c3-34e9ee45655b.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
184882,"Federal Ministry of Water Resources, Nigeria",6.4921583,3.3470967,08-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Surulere,Other,No,Functional (and in use),Acceptable quality,ilorin street,https://akvoflow-55.s3.amazonaws.com/images/8c0f5f02-da6e-4d42-b7e2-85da54fc2d0a.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,504409,Semi-urban,Middle-income,70-120
185163,"Federal Ministry of Water Resources, Nigeria",6.5722033,3.2834967,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),No because of Taste,"Egbe Idimu, Imesan compound",https://akvoflow-55.s3.amazonaws.com/images/3c239134-7df7-4273-900c-0870ba366161.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186027,"Federal Ministry of Water Resources, Nigeria",6.5803714,3.3067486,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Jayeoba Sasa,https://akvoflow-55.s3.amazonaws.com/images/25c89fdc-84c0-46aa-8ebf-3f75f6e1bfdd.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185327,"Federal Ministry of Water Resources, Nigeria",6.519555,3.2420762,01-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Non-functional Technical breakdown,Acceptable quality,"Community Rd, Ijegun",https://akvoflow-55.s3.amazonaws.com/images/ab89c324-5c1b-4ed4-928f-809a1960b1a6.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185230,"Federal Ministry of Water Resources, Nigeria",6.6124733,3.5277067,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Other,No,Functional (and in use),Acceptable quality,"Ajagunro str,olufunmilayo,imota",https://akvoflow-55.s3.amazonaws.com/images/3604cf35-b43d-4887-95de-175d92db7878.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185995,"Federal Ministry of Water Resources, Nigeria",6.496835,3.3882067,12-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Lagos Mainland,Other,Yes Point of collection,Functional and in use but in bad shape,No because of Taste,makoko apollo,https://akvoflow-55.s3.amazonaws.com/images/c5a358b6-f923-4762-8cec-f9f2b1819f07.jpg,motorised,improved protected dug well,Other,other,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
185904,"Federal Ministry of Water Resources, Nigeria",6.4155064,2.8077112,12-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Agonrin,https://akvoflow-55.s3.amazonaws.com/images/f969fa61-9da2-436a-9493-0151f7808bcc.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185153,"Federal Ministry of Water Resources, Nigeria",6.5443544,3.2716225,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Baale str, Egbe",https://akvoflow-55.s3.amazonaws.com/images/4245b5c5-a748-468e-801c-96ee21739d4c.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186212,"Federal Ministry of Water Resources, Nigeria",6.5979458,3.3026599,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Functional (and in use),Acceptable quality,Abati Pry Sch,https://akvoflow-55.s3.amazonaws.com/images/9beeb308-884b-408d-b98f-79ebbcfaf1fe.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186336,"Federal Ministry of Water Resources, Nigeria",6.6251983,3.9862067,31-05-2015 00:00,No,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Naforija.Market,https://akvoflow-55.s3.amazonaws.com/images/64bb5530-b661-423f-9d14-257745d263a8.jpg,NA,gravity,NA,NA,Spring,NA,1,181715,Rural,Low-income,50-70
185314,"Federal Ministry of Water Resources, Nigeria",6.5109883,2.91997,10-06-2015 00:00,Yes,Improved Protected spring,Protected Spring,Hand Pump,Hand pump,Improved,Badagry,Direct Government Operation,No,Functional (and in use),Acceptable quality,Eriki Community Badagry Central,https://akvoflow-55.s3.amazonaws.com/images/e57b9366-3830-47c3-8d8f-11500cbf8032.jpg,hand pump,improved protected spring,Direct Government Operation,direct government operation,Spring,Hand Pump,1,241437,Rural,Low-income,50-70
186051,"Federal Ministry of Water Resources, Nigeria",6.6352183,3.903425,29-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Community Management,No,Functional (and in use),Acceptable quality,Molajoye.,https://akvoflow-55.s3.amazonaws.com/images/2294e273-d4fb-4c2a-bb45-ac06149e4de2.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185103,"Federal Ministry of Water Resources, Nigeria",6.609791,3.310735,02-06-2015 00:00,Yes,Improved Protected dug well,Protected Spring,NA,Gravity,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Jaiyeola street,https://akvoflow-55.s3.amazonaws.com/images/6b5a5ee1-1229-482d-9a95-b0ffd63f26be.jpg,NA,gravity,Other,other,Spring,NA,1,11456783,Semi-urban,Middle-income,70-120
186315,"Federal Ministry of Water Resources, Nigeria",6.4252667,4.046575,09-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,NA,No,Functional (and in use),Acceptable quality,New Estate,https://akvoflow-55.s3.amazonaws.com/images/49c43a60-c39f-4d9b-866f-95badf001518.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185978,"Federal Ministry of Water Resources, Nigeria",6.6617264,3.3029799,02-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,Segun Aregbesole,https://akvoflow-55.s3.amazonaws.com/images/73009729-4171-4baa-b210-88c8fe13ab39.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185295,"Federal Ministry of Water Resources, Nigeria",6.67632,4.0108033,29-05-2015 00:00,Yes,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Epe,Direct Government Operation,No,Functional (and in use),Acceptable quality,IGBOYE.Community.Epe.,https://akvoflow-55.s3.amazonaws.com/images/cf8df819-e20e-463f-abc7-f23958f99a2c.jpg,NA,gravity,Direct Government Operation,direct government operation,Spring,NA,1,181715,Rural,Low-income,50-70
185866,"Federal Ministry of Water Resources, Nigeria",6.6713017,4.0044117,29-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional (and in use),Acceptable quality,Ajegunle Street.Odo.Iyangunsi,https://akvoflow-55.s3.amazonaws.com/images/dba7fc1a-947e-48cb-b742-9bcb43135fcc.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185963,"Federal Ministry of Water Resources, Nigeria",6.433735,2.8917083,02-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,NA,No,Non-functional New under construction,Acceptable quality,Ajara Dokoh,https://akvoflow-55.s3.amazonaws.com/images/e9e11e41-6974-421c-8e0d-85f5b5be0087.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185736,"Federal Ministry of Water Resources, Nigeria",6.4290231,2.7474318,11-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Irosu,https://akvoflow-55.s3.amazonaws.com/images/86990fba-ba28-44d7-ba17-79ee222efa33.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
184951,"Federal Ministry of Water Resources, Nigeria",6.4963733,3.38468,19-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,NA,No,Functional (and in use),Acceptable quality,botanical street garden,https://akvoflow-55.s3.amazonaws.com/images/c04de329-8c1d-40c0-a48c-569e35f8e3d5.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
185990,"Federal Ministry of Water Resources, Nigeria",6.638115,3.5439233,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),Acceptable quality,Oke Ota Ona Agbele Red Block,https://akvoflow-55.s3.amazonaws.com/images/cc44734f-b134-4286-aa95-e5cd3d53c394.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185342,"Federal Ministry of Water Resources, Nigeria",6.5950133,3.2607783,26-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,Olorunda,https://akvoflow-55.s3.amazonaws.com/images/ed3b37b1-cf18-4abb-a536-46add7156644.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185031,"Federal Ministry of Water Resources, Nigeria",6.4323241,2.8229406,12-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Direct Government Operation,No,Functional (and in use),Acceptable quality,Apa,https://akvoflow-55.s3.amazonaws.com/images/c1d114f2-b88b-400f-9846-c6ecc09f116b.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
186225,"Federal Ministry of Water Resources, Nigeria",6.5945583,3.3024333,26-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Shasha/Akowonjo,NA,motorised,improved protected dug well,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186239,"Federal Ministry of Water Resources, Nigeria",6.615225,3.27501,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Anike Ibikunle Street,https://akvoflow-55.s3.amazonaws.com/images/00ed1d03-5617-4242-af22-ef7cdf5ac222.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185166,"Federal Ministry of Water Resources, Nigeria",6.5459999,3.2797595,04-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Direct Government Operation,No,Non-functional Technical breakdown,Acceptable quality,"Akeja str, Egbe",https://akvoflow-55.s3.amazonaws.com/images/5871a4cc-f049-4164-b156-26985524ed92.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185898,"Federal Ministry of Water Resources, Nigeria",6.6156567,3.893935,29-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional and in use but in bad shape,Acceptable quality,Ejirin Palace Road.,https://akvoflow-55.s3.amazonaws.com/images/49da9ad4-e9e1-43f2-84d4-4f19c6fe3f05.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185931,"Federal Ministry of Water Resources, Nigeria",6.663275,3.66936,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Other,No,Functional (and in use),Acceptable quality,"Ajegunle, Imota",https://akvoflow-55.s3.amazonaws.com/images/714b6df2-07ef-48c1-a17d-8ec4e2d1af43.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185840,"Federal Ministry of Water Resources, Nigeria",6.4120717,4.0932,08-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Direct Government Operation,No,Functional (and in use),Acceptable quality,Lekki 1,https://akvoflow-55.s3.amazonaws.com/images/6f513eeb-ee26-4c93-af2a-eb4015ef8de2.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185235,"Federal Ministry of Water Resources, Nigeria",6.6066517,3.3931683,16-05-2015 00:00,Yes,Improved Protected spring,Protected Spring,Hand Pump,Hand pump,Improved,Kosofe,Other,Yes Point of collection,Functional (and in use),Acceptable quality,"Mile,12,Market.",https://akvoflow-55.s3.amazonaws.com/images/e2ffd1c1-d581-44d4-82db-1a2880a70198.jpg,hand pump,improved protected spring,Other,other,Spring,Hand Pump,1,665421,Semi-urban,Middle-income,70-120
185410,"Federal Ministry of Water Resources, Nigeria",6.6742867,3.3195233,16-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ifako-Ijaye,Other,No,Functional (and in use),Acceptable quality,Oguntade Street,https://akvoflow-55.s3.amazonaws.com/images/6e6643d9-6a66-4364-b831-098d26440aa3.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,428812,Semi-urban,Middle-income,70-120
186115,"Federal Ministry of Water Resources, Nigeria",6.4373283,3.931385,03-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Private Operator/Delegated Management,No,Functional (and in use),Acceptable quality,Private house,https://akvoflow-55.s3.amazonaws.com/images/a2850212-ac12-40ee-a54b-93aee37fb05b.jpg,motorised,improved tube well or borehole,Private Operator/Delegated Management,private operator/delegated management,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185213,"Federal Ministry of Water Resources, Nigeria",6.495815,2.9577033,09-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Direct Government Operation,No,Functional (and in use),Acceptable quality,Igborosun,https://akvoflow-55.s3.amazonaws.com/images/23e5935c-93ee-40bf-bbb7-f41c7e81b277.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
184919,"Federal Ministry of Water Resources, Nigeria",6.412045,4.095685,08-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Community Management,No,Functional (and in use),Acceptable quality,Lekki Salu,https://akvoflow-55.s3.amazonaws.com/images/5e0c957f-f07a-49b3-b99e-3a5cb6eb6e14.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
186022,"Federal Ministry of Water Resources, Nigeria",6.577435,3.2820267,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Isheri Oshin,https://akvoflow-55.s3.amazonaws.com/images/074c4613-ff60-4338-b901-543cf7444880.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186276,"Federal Ministry of Water Resources, Nigeria",6.49676,3.38709,13-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,Direct Government Operation,No,Functional (and in use),Acceptable quality,alagomeji,https://akvoflow-55.s3.amazonaws.com/images/4148d233-051d-4f81-a5a5-1ab022fcf03d.jpg,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
184892,"Federal Ministry of Water Resources, Nigeria",6.62349,3.306915,13-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Agege,Institutional Management - School,No,Functional (and in use),Acceptable quality,oyewole,https://akvoflow-55.s3.amazonaws.com/images/b4c5895b-a24f-4e20-8803-3ca10cb83bde.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,461123,Semi-urban,Middle-income,70-120
186281,"Federal Ministry of Water Resources, Nigeria",6.5048083,3.3350433,25-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Surulere,Other,Yes Point of collection,Functional (and in use),Acceptable quality,itirekate,https://akvoflow-55.s3.amazonaws.com/images/1c98a082-85b5-4542-87f8-48f7a2642971.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,504409,Semi-urban,Middle-income,70-120
184865,"Federal Ministry of Water Resources, Nigeria",6.4987883,2.9558167,09-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Non-functional Technical breakdown,Acceptable quality,Igborosun,https://akvoflow-55.s3.amazonaws.com/images/7f11a08f-8749-4d84-b2e9-346c5ad2859a.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185684,"Federal Ministry of Water Resources, Nigeria",6.4546083,3.396615,13-05-2015 00:00,Yes,Improved Protected spring,Protected Spring,Mechanized Pump,Motorised,Improved,Lagos Island,Community Management,No,Functional (and in use),Acceptable quality,ricca by joseph,https://akvoflow-55.s3.amazonaws.com/images/0c5a738e-bba6-43a1-9c36-9bbc512b6c40.jpg,motorised,improved protected spring,Community Management,community management,Spring,Mechanized Pump,1,209665,Urban,High-income,120-150
184988,"Federal Ministry of Water Resources, Nigeria",6.462865,3.3918983,12-05-2015 00:00,Yes,Improved Protected spring,Protected Spring,Mechanized Pump,Motorised,Improved,Lagos Island,Direct Government Operation,No,Functional (and in use),Acceptable quality,isale eko,https://akvoflow-55.s3.amazonaws.com/images/45a0458b-acb7-4839-a3e2-090dae581015.jpg,motorised,improved protected spring,Direct Government Operation,direct government operation,Spring,Mechanized Pump,1,209665,Urban,High-income,120-150
